	userid	text	dt	answer
832	640877	EATING HEALTHY	2017-08-15T21:38:28.0000000	skipped
833	640877	thongs	2017-08-15T21:38:28.0000000	disliked
834	640877	berlin	2017-08-15T21:38:28.0000000	skipped
835	640877	electric daisy carnival	2017-08-15T21:38:28.0000000	skipped
836	640877	fail videos	2017-08-15T21:38:28.0000000	liked
837	640877	line cutters	2017-08-15T21:38:28.0000000	skipped
838	640877	receiving advice from someone else	2017-08-15T21:38:28.0000000	disliked
839	640877	clutter	2017-08-15T21:38:28.0000000	skipped
840	640877	waiting until the laundry situation is dire	2017-08-15T21:38:28.0000000	skipped
841	640877	messy rooms	2017-08-15T21:38:28.0000000	skipped
842	640877	martha stewart	2017-08-15T21:38:28.0000000	skipped
843	640877	burkinis	2017-08-15T21:38:28.0000000	skipped
844	640877	NECK TATTOOS	2017-08-15T21:38:28.0000000	liked
845	640877	HUMMUS	2017-08-15T21:38:28.0000000	skipped
846	640877	WHEN SOMEONE WINKS AT YOU	2017-08-15T21:38:28.0000000	loved
847	640877	DINOSAURS	2017-08-15T21:38:28.0000000	loved
848	640877	sam smith	2017-08-15T21:38:28.0000000	skipped
849	640877	being on time for flights	2017-08-15T21:38:28.0000000	skipped
850	640877	CHINESE TAKEOUT	2017-08-15T21:38:28.0000000	hated
851	640877	SLOW WALKERS	2017-08-15T21:38:28.0000000	hated
852	640877	airplane sex	2017-08-15T21:38:28.0000000	skipped
853	640877	YOYOS	2017-08-15T21:38:28.0000000	liked
854	640877	slow drivers	2017-08-15T21:38:28.0000000	hated
855	640877	national parks	2017-08-15T21:38:28.0000000	loved
856	640877	teddy bears	2017-08-15T21:38:28.0000000	skipped
857	640877	food trucks	2017-08-15T21:38:28.0000000	liked
858	640877	CLOWNS	2017-08-15T21:38:28.0000000	hated
859	640877	MYSELF	2017-08-15T21:38:28.0000000	skipped
860	640877	bud light	2017-08-15T21:38:28.0000000	skipped
861	640877	body odor	2017-08-15T21:38:28.0000000	hated
862	640877	hacksaw ridge' the movie	2017-08-15T21:38:28.0000000	skipped
863	640877	trump's tweets	2017-08-15T21:38:28.0000000	hated
864	640877	birth control pills	2017-08-15T21:38:28.0000000	loved
865	640877	FLIRTING	2017-08-15T21:38:28.0000000	liked
866	640877	MY BEST FRIEND	2017-08-15T21:38:28.0000000	skipped
867	640877	Bill O'Reilly	2017-08-15T21:38:28.0000000	skipped
868	640877	space jam	2017-08-15T21:38:28.0000000	skipped
869	509219	michael kors bags	2017-08-15T21:38:27.0000000	hated
870	509219	losing jewelry	2017-08-15T21:38:27.0000000	hated
871	509219	saying cheese during a picture	2017-08-15T21:38:27.0000000	hated
872	639379	income inequality	2017-08-15T21:38:19.0000000	loved
873	640770	meeting the parents	2017-08-15T21:38:17.0000000	liked
874	640077	COCONUT WATER	2017-08-15T21:38:16.0000000	skipped
875	640077	INGLORIOUS BASTERDS	2017-08-15T21:38:16.0000000	skipped
876	640077	driving while buzzed	2017-08-15T21:38:16.0000000	hated
877	640077	"""fuckboys"""	2017-08-15T21:38:16.0000000	skipped
878	640077	traveling alone	2017-08-15T21:38:16.0000000	skipped
879	640077	dating someone shorter than me	2017-08-15T21:38:16.0000000	skipped
880	640077	DOING THE DISHES	2017-08-15T21:38:16.0000000	disliked
881	640077	voss water	2017-08-15T21:38:16.0000000	skipped
882	640077	super fans	2017-08-15T21:38:16.0000000	skipped
883	640077	jello shots	2017-08-15T21:38:16.0000000	skipped
884	640077	"girls who say they are ""one of the guys"""	2017-08-15T21:38:16.0000000	skipped
885	640077	jennifer lawrence	2017-08-15T21:38:16.0000000	skipped
886	640077	film festivals	2017-08-15T21:38:16.0000000	skipped
887	640077	being the third-wheel	2017-08-15T21:38:16.0000000	skipped
888	640077	FISH STICKS	2017-08-15T21:38:16.0000000	disliked
889	640077	"saying, ""i love you"""	2017-08-15T21:38:16.0000000	skipped
890	640077	chocolate chip pancakes	2017-08-15T21:38:16.0000000	liked
891	640077	bohemian rhapsody sing-alongs	2017-08-15T21:38:16.0000000	skipped
892	640077	ART DEGREES	2017-08-15T21:38:16.0000000	skipped
893	640077	taking notes	2017-08-15T21:38:16.0000000	skipped
894	640077	tom cruise	2017-08-15T21:38:16.0000000	skipped
895	640077	national parks	2017-08-15T21:38:16.0000000	skipped
896	640077	spelling errors	2017-08-15T21:38:16.0000000	skipped
897	640077	naps	2017-08-15T21:38:16.0000000	skipped
898	640077	massages	2017-08-15T21:38:16.0000000	skipped
899	640077	trap music	2017-08-15T21:38:16.0000000	skipped
900	640077	kombucha	2017-08-15T21:38:16.0000000	skipped
901	640077	playing music during sex	2017-08-15T21:38:16.0000000	skipped
902	640077	incense	2017-08-15T21:38:16.0000000	liked
903	640077	strawberry ice cream	2017-08-15T21:38:16.0000000	skipped
904	640077	Pesticides on food	2017-08-15T21:38:16.0000000	skipped
905	640077	dirty clothes	2017-08-15T21:38:16.0000000	skipped
906	640077	PUMPKIN PIE	2017-08-15T21:38:16.0000000	skipped
907	640077	hacky sack	2017-08-15T21:38:16.0000000	skipped
908	640077	car sex	2017-08-15T21:38:16.0000000	skipped
909	640077	botox	2017-08-15T21:38:16.0000000	skipped
910	640865	candy corn	2017-08-15T21:38:15.0000000	skipped
911	640865	flannel	2017-08-15T21:38:15.0000000	skipped
912	640865	PETA	2017-08-15T21:38:15.0000000	skipped
913	640865	rob lowe	2017-08-15T21:38:15.0000000	skipped
914	640865	bubble tea	2017-08-15T21:38:15.0000000	skipped
915	640865	people who start an instagram for their baby	2017-08-15T21:38:15.0000000	skipped
916	640865	settlers of catan	2017-08-15T21:38:15.0000000	skipped
917	640865	ping pong	2017-08-15T21:38:15.0000000	skipped
918	640865	chris pratt	2017-08-15T21:38:15.0000000	skipped
